User_ID,Region,Language_Preference,Subscription_Plan,Device_Type,Avg_Watch_Hours,Tenure_Months
3634,West India,Punjabi,Basic,Smart TV,4.3,30
3635,North India,Hindi,Mobile,Smart TV,4.9,39
3636,East India,Bengali,Mobile,Mobile,1.8,20
3637,South India,Punjabi,Premium,Mobile,5.1,26
3638,East India,Gujarati,Mobile,Mobile,2.4,5
3639,East India,Punjabi,Mobile,Smart TV,5.1,40
3640,Northeast India,Hindi,Basic,Mobile,1.6,42
3641,East India,Punjabi,Premium,Smart TV,2.2,6
3642,East India,Telugu,Basic,Mobile,5.6,34
3643,West India,Punjabi,Basic,Mobile,5.6,5
3644,South India,Hindi,Standard,Laptop,3.6,10
3645,West India,Hindi,Mobile,Laptop,3.1,28
3646,West India,Punjabi,Premium,Laptop,3.5,3
3647,North India,Marathi,Basic,Laptop,4.0,13
3648,West India,Bengali,Basic,Mobile,4.1,47
3649,Northeast India,Kannada,Premium,Smart TV,3.1,2
3650,Northeast India,Malayalam,Premium,Mobile,1.2,35
3651,North India,Kannada,Basic,Mobile,2.8,47
3652,South India,Gujarati,Mobile,Mobile,1.6,28
3653,South India,Gujarati,Standard,Mobile,4.4,37
3654,West India,Hindi,Basic,Tablet,3.9,23
3655,West India,Gujarati,Premium,Smart TV,3.4,43
3656,West India,Marathi,Premium,Mobile,3.2,23
3657,South India,Bengali,Mobile,Tablet,5.9,35
3658,East India,Gujarati,Premium,Laptop,4.9,41
3659,Northeast India,Telugu,Basic,Smart TV,3.7,39
3660,East India,Bengali,Standard,Tablet,2.9,32
3661,East India,Marathi,Mobile,Smart TV,5.0,2
3662,South India,Kannada,Premium,Laptop,3.6,47
3663,East India,Bengali,Standard,Mobile,2.7,44
3664,North India,Bengali,Standard,Mobile,2.8,16
3665,West India,Kannada,Premium,Laptop,4.3,16
3666,North India,Marathi,Basic,Smart TV,4.6,3
3667,Northeast India,Gujarati,Basic,Smart TV,4.3,28
3668,West India,Hindi,Premium,Mobile,4.3,29
3669,East India,Kannada,Standard,Smart TV,3.1,20
3670,Northeast India,Kannada,Premium,Tablet,2.8,36
3671,West India,Kannada,Premium,Mobile,3.7,33
3672,East India,Kannada,Basic,Smart TV,3.4,22
3673,North India,Gujarati,Basic,Mobile,2.3,8
3674,West India,Punjabi,Mobile,Mobile,3.5,47
3675,East India,Punjabi,Standard,Smart TV,4.3,24
3676,North India,Tamil,Basic,Mobile,3.0,37
3677,Northeast India,Kannada,Standard,Tablet,5.4,20
3678,Northeast India,Kannada,Mobile,Mobile,2.0,12
3679,Northeast India,Bengali,Mobile,Mobile,2.5,20
3680,Northeast India,Punjabi,Mobile,Mobile,2.8,20
3681,South India,Gujarati,Mobile,Smart TV,4.5,4
3682,West India,Hindi,Standard,Smart TV,3.8,30
3683,West India,Tamil,Mobile,Laptop,2.4,31
3684,South India,Tamil,Mobile,Tablet,1.3,22
3685,East India,Gujarati,Mobile,Smart TV,2.1,15
3686,East India,Hindi,Standard,Mobile,1.4,38
3687,Northeast India,Bengali,Standard,Tablet,4.5,37
3688,North India,Malayalam,Mobile,Smart TV,2.2,28
3689,East India,Punjabi,Standard,Smart TV,4.3,11
3690,North India,Kannada,Basic,Tablet,4.2,14
3691,West India,Gujarati,Mobile,Laptop,4.9,11
3692,North India,Punjabi,Standard,Smart TV,2.6,9
3693,West India,Kannada,Mobile,Mobile,4.0,24
3694,South India,Malayalam,Standard,Smart TV,3.6,10
3695,South India,Malayalam,Mobile,Mobile,3.6,38
3696,Northeast India,Marathi,Premium,Laptop,3.5,43
3697,East India,Malayalam,Mobile,Mobile,4.5,41
3698,Northeast India,Punjabi,Basic,Mobile,4.4,37
3699,West India,Telugu,Premium,Mobile,3.5,42
3700,Northeast India,Telugu,Mobile,Smart TV,2.9,32
3701,North India,Kannada,Basic,Smart TV,2.8,20
3702,West India,Kannada,Basic,Laptop,3.5,14
3703,South India,Marathi,Basic,Mobile,3.8,38
3704,East India,Telugu,Mobile,Smart TV,3.4,4
3705,West India,Kannada,Mobile,Mobile,1.9,24
3706,West India,Malayalam,Standard,Laptop,3.1,32
3707,North India,Kannada,Basic,Mobile,2.9,10
3708,East India,Tamil,Standard,Mobile,3.5,43
3709,South India,Marathi,Mobile,Smart TV,6.5,16
3710,West India,Gujarati,Basic,Smart TV,4.0,39
3711,West India,Hindi,Basic,Laptop,5.0,32
3712,North India,Bengali,Basic,Mobile,2.7,18
3713,Northeast India,Hindi,Basic,Laptop,3.5,25
3714,South India,Hindi,Mobile,Laptop,5.0,7
3715,East India,Gujarati,Mobile,Tablet,1.6,47
3716,West India,Kannada,Mobile,Smart TV,3.2,18
3717,West India,Hindi,Basic,Smart TV,4.2,47
3718,South India,Tamil,Mobile,Mobile,3.4,18
3719,Northeast India,Bengali,Standard,Smart TV,2.8,3
3720,West India,Hindi,Basic,Laptop,2.9,1
3721,South India,Telugu,Basic,Laptop,3.9,33
3722,North India,Gujarati,Basic,Mobile,1.6,7
3723,Northeast India,Gujarati,Mobile,Smart TV,3.6,10
3724,East India,Gujarati,Basic,Smart TV,4.4,44
3725,West India,Marathi,Premium,Mobile,3.1,8
3726,South India,Marathi,Standard,Laptop,1.6,32
3727,North India,Malayalam,Standard,Mobile,2.9,23
3728,East India,Punjabi,Standard,Smart TV,3.4,17
3729,South India,Bengali,Basic,Smart TV,2.2,14
3730,South India,Kannada,Mobile,Tablet,3.5,17
3731,East India,Hindi,Standard,Mobile,3.7,25
3732,North India,Punjabi,Mobile,Tablet,4.9,21
3733,North India,Kannada,Basic,Laptop,3.3,6
3734,Northeast India,Punjabi,Standard,Mobile,3.6,20
3735,West India,Kannada,Standard,Smart TV,2.8,20
3736,East India,Tamil,Basic,Mobile,2.9,26
3737,East India,Marathi,Basic,Mobile,4.3,32
3738,East India,Bengali,Standard,Laptop,3.2,8
3739,North India,Telugu,Standard,Smart TV,4.5,45
3740,West India,Tamil,Standard,Smart TV,3.4,44
3741,Northeast India,Marathi,Premium,Mobile,2.1,29
3742,South India,Gujarati,Mobile,Smart TV,2.7,17
3743,South India,Marathi,Basic,Mobile,6.4,18
3744,East India,Punjabi,Mobile,Smart TV,3.4,40
3745,West India,Malayalam,Mobile,Smart TV,1.6,18
3746,North India,Tamil,Premium,Mobile,2.1,11
3747,West India,Gujarati,Premium,Mobile,2.6,45
3748,West India,Punjabi,Mobile,Mobile,2.4,12
3749,North India,Bengali,Mobile,Smart TV,2.2,15
3750,East India,Marathi,Mobile,Laptop,5.3,26
3751,West India,Gujarati,Standard,Smart TV,4.3,3
3752,South India,Punjabi,Mobile,Smart TV,3.3,3
3753,North India,Malayalam,Mobile,Mobile,2.8,38
3754,Northeast India,Marathi,Mobile,Smart TV,3.3,35
3755,East India,Bengali,Basic,Mobile,5.6,9
3756,North India,Malayalam,Premium,Tablet,2.5,43
3757,Northeast India,Kannada,Mobile,Mobile,1.6,40
3758,Northeast India,Punjabi,Basic,Mobile,4.3,4
3759,West India,Marathi,Mobile,Mobile,4.7,20
3760,West India,Marathi,Basic,Smart TV,5.2,15
3761,West India,Gujarati,Standard,Mobile,3.1,29
3762,North India,Bengali,Mobile,Mobile,3.1,5
3763,North India,Telugu,Mobile,Tablet,5.9,39
3764,East India,Kannada,Standard,Smart TV,4.2,40
3765,West India,Malayalam,Mobile,Mobile,3.4,7
3766,Northeast India,Tamil,Standard,Tablet,4.1,8
3767,South India,Tamil,Basic,Laptop,3.0,32
3768,East India,Marathi,Mobile,Tablet,3.9,36
3769,North India,Gujarati,Standard,Mobile,3.8,33
3770,East India,Hindi,Standard,Mobile,4.5,37
3771,East India,Marathi,Basic,Laptop,2.3,32
3772,East India,Tamil,Mobile,Smart TV,3.9,43
3773,East India,Tamil,Basic,Smart TV,2.1,36
3774,South India,Kannada,Basic,Laptop,5.8,34
3775,West India,Hindi,Basic,Mobile,3.0,25
3776,Northeast India,Marathi,Standard,Laptop,1.5,44
3777,East India,Kannada,Mobile,Tablet,6.8,32
3778,East India,Gujarati,Basic,Laptop,2.9,2
3779,East India,Kannada,Basic,Smart TV,3.6,9
3780,West India,Marathi,Basic,Mobile,1.5,38
3781,North India,Punjabi,Standard,Laptop,3.4,29
3782,North India,Telugu,Mobile,Tablet,5.5,38
3783,South India,Marathi,Basic,Mobile,4.3,18
3784,North India,Bengali,Premium,Smart TV,1.5,22
3785,East India,Tamil,Basic,Laptop,2.6,35
3786,East India,Hindi,Basic,Mobile,4.6,15
3787,East India,Hindi,Basic,Mobile,4.3,7
3788,South India,Telugu,Premium,Mobile,2.9,13
3789,East India,Bengali,Premium,Mobile,4.0,42
3790,North India,Tamil,Basic,Laptop,2.1,36
3791,West India,Hindi,Mobile,Mobile,1.9,16
3792,West India,Bengali,Premium,Mobile,0.5,41
3793,Northeast India,Kannada,Basic,Smart TV,4.6,21
3794,North India,Marathi,Basic,Mobile,3.4,28
3795,East India,Marathi,Standard,Mobile,3.5,10
3796,West India,Punjabi,Basic,Laptop,0.5,19
3797,North India,Tamil,Mobile,Mobile,3.4,17
3798,West India,Bengali,Standard,Mobile,4.2,1
3799,East India,Malayalam,Basic,Mobile,1.0,13
3800,West India,Hindi,Basic,Mobile,3.6,36
3801,Northeast India,Gujarati,Mobile,Mobile,3.4,47
3802,Northeast India,Gujarati,Basic,Mobile,2.9,42
3803,West India,Marathi,Mobile,Mobile,5.1,20
3804,North India,Malayalam,Basic,Mobile,4.8,41
3805,North India,Gujarati,Standard,Smart TV,7.5,40
3806,North India,Telugu,Premium,Laptop,2.0,6
3807,West India,Telugu,Basic,Laptop,4.0,23
3808,North India,Tamil,Standard,Mobile,5.3,42
3809,East India,Malayalam,Standard,Mobile,2.7,24
3810,Northeast India,Telugu,Standard,Tablet,5.5,5
3811,East India,Telugu,Mobile,Smart TV,3.9,32
3812,North India,Marathi,Premium,Laptop,1.4,46
3813,East India,Gujarati,Basic,Smart TV,2.0,17
3814,North India,Tamil,Mobile,Mobile,2.8,11
3815,West India,Bengali,Mobile,Laptop,3.4,27
3816,East India,Kannada,Standard,Mobile,5.0,4
3817,West India,Hindi,Mobile,Mobile,3.4,23
3818,West India,Hindi,Mobile,Tablet,4.9,23
3819,South India,Kannada,Standard,Laptop,3.6,34
3820,North India,Kannada,Premium,Mobile,3.5,21
3821,Northeast India,Hindi,Standard,Mobile,3.1,22
3822,North India,Hindi,Mobile,Mobile,4.7,1
3823,Northeast India,Bengali,Mobile,Laptop,3.7,32
3824,North India,Malayalam,Standard,Tablet,2.6,28
3825,West India,Malayalam,Mobile,Laptop,3.9,18
3826,East India,Bengali,Standard,Laptop,3.0,7
3827,East India,Gujarati,Mobile,Smart TV,2.9,38
3828,South India,Kannada,Premium,Laptop,4.9,6
3829,Northeast India,Punjabi,Basic,Laptop,3.3,14
3830,Northeast India,Kannada,Mobile,Laptop,6.1,30
3831,Northeast India,Hindi,Premium,Smart TV,4.4,44
3832,West India,Kannada,Mobile,Tablet,2.6,46
3833,Northeast India,Hindi,Basic,Smart TV,2.5,14
3834,East India,Kannada,Standard,Smart TV,2.0,44
3835,West India,Gujarati,Basic,Mobile,4.2,41
3836,North India,Punjabi,Basic,Mobile,2.5,9
3837,Northeast India,Telugu,Basic,Mobile,0.8,31
3838,Northeast India,Bengali,Mobile,Laptop,1.5,2
3839,North India,Bengali,Mobile,Mobile,2.2,18
3840,Northeast India,Punjabi,Standard,Smart TV,3.9,5
3841,North India,Kannada,Standard,Smart TV,3.4,26
3842,West India,Telugu,Mobile,Laptop,4.6,23
3843,East India,Malayalam,Mobile,Smart TV,2.4,12
3844,North India,Kannada,Premium,Smart TV,3.1,14
3845,South India,Gujarati,Premium,Mobile,5.6,13
3846,North India,Hindi,Basic,Mobile,3.1,35
3847,Northeast India,Tamil,Standard,Laptop,3.8,47
3848,West India,Kannada,Standard,Laptop,2.7,15
3849,West India,Tamil,Mobile,Laptop,3.2,35
3850,North India,Kannada,Mobile,Mobile,4.1,19
3851,East India,Punjabi,Mobile,Mobile,4.3,15
3852,South India,Tamil,Standard,Mobile,3.6,8
3853,West India,Kannada,Standard,Mobile,3.2,23
3854,Northeast India,Bengali,Standard,Smart TV,3.7,13
3855,Northeast India,Tamil,Mobile,Mobile,2.6,23
3856,East India,Kannada,Standard,Smart TV,3.2,31
3857,West India,Malayalam,Standard,Tablet,3.9,30
3858,North India,Hindi,Premium,Laptop,4.7,42
3859,Northeast India,Malayalam,Mobile,Smart TV,2.4,2
3860,East India,Telugu,Standard,Smart TV,3.3,11
3861,West India,Kannada,Mobile,Tablet,2.3,25
3862,West India,Marathi,Standard,Mobile,3.0,29
3863,West India,Gujarati,Standard,Laptop,4.7,22
3864,West India,Malayalam,Mobile,Mobile,2.9,19
3865,West India,Tamil,Standard,Laptop,3.4,9
3866,Northeast India,Punjabi,Mobile,Laptop,2.0,41
3867,East India,Gujarati,Standard,Smart TV,2.8,38
3868,West India,Marathi,Mobile,Smart TV,1.6,29
3869,South India,Kannada,Standard,Mobile,3.8,10
3870,South India,Punjabi,Premium,Tablet,3.9,22
3871,East India,Kannada,Basic,Smart TV,3.9,24
3872,North India,Telugu,Basic,Mobile,4.0,8
3873,North India,Marathi,Basic,Mobile,3.9,47
3874,North India,Kannada,Mobile,Laptop,1.7,6
3875,South India,Tamil,Basic,Laptop,2.6,7
3876,North India,Telugu,Standard,Mobile,0.8,20
3877,Northeast India,Bengali,Premium,Smart TV,2.9,17
3878,West India,Marathi,Premium,Smart TV,2.5,36
3879,South India,Hindi,Basic,Mobile,3.5,8
3880,East India,Punjabi,Standard,Mobile,6.5,13
3881,East India,Malayalam,Standard,Mobile,4.4,24
3882,West India,Kannada,Basic,Tablet,5.3,46
3883,South India,Punjabi,Mobile,Mobile,4.5,31
3884,North India,Punjabi,Basic,Laptop,3.4,23
3885,North India,Hindi,Standard,Smart TV,3.5,17
3886,Northeast India,Hindi,Basic,Smart TV,4.5,46
3887,Northeast India,Telugu,Standard,Mobile,3.8,24
3888,North India,Marathi,Mobile,Mobile,3.2,43
3889,East India,Tamil,Premium,Mobile,5.2,10
3890,East India,Hindi,Basic,Laptop,4.0,31
3891,Northeast India,Hindi,Standard,Mobile,1.8,45
3892,West India,Malayalam,Mobile,Mobile,3.3,20
3893,North India,Bengali,Mobile,Tablet,3.6,16
3894,Northeast India,Hindi,Standard,Mobile,3.0,14
3895,Northeast India,Bengali,Premium,Smart TV,3.0,3
3896,North India,Telugu,Basic,Smart TV,3.0,30
3897,North India,Tamil,Mobile,Laptop,1.4,18
3898,East India,Punjabi,Basic,Laptop,1.1,6
3899,West India,Hindi,Mobile,Smart TV,2.7,20
3900,West India,Kannada,Mobile,Mobile,3.0,35
3901,North India,Bengali,Standard,Laptop,1.9,19
3902,South India,Malayalam,Premium,Tablet,2.3,26
3903,Northeast India,Malayalam,Mobile,Mobile,3.2,35
3904,Northeast India,Hindi,Basic,Laptop,4.7,12
3905,North India,Marathi,Mobile,Mobile,4.7,8
3906,South India,Punjabi,Mobile,Smart TV,4.7,37
3907,East India,Tamil,Mobile,Smart TV,2.3,10
3908,North India,Kannada,Basic,Mobile,3.2,21
3909,North India,Marathi,Mobile,Mobile,5.0,41
3910,Northeast India,Malayalam,Basic,Tablet,1.4,45
3911,North India,Bengali,Mobile,Smart TV,2.9,42
3912,North India,Bengali,Mobile,Mobile,3.8,29
3913,North India,Marathi,Mobile,Smart TV,1.5,31
3914,Northeast India,Bengali,Premium,Laptop,4.0,40
3915,East India,Malayalam,Standard,Tablet,5.4,7
3916,East India,Marathi,Premium,Smart TV,5.0,34
3917,North India,Malayalam,Basic,Mobile,3.3,34
3918,Northeast India,Kannada,Basic,Smart TV,4.5,30
3919,East India,Punjabi,Basic,Mobile,1.4,4
3920,East India,Kannada,Mobile,Smart TV,3.8,41
3921,East India,Kannada,Standard,Mobile,3.1,30
3922,Northeast India,Bengali,Basic,Laptop,3.3,25
3923,Northeast India,Hindi,Basic,Mobile,3.6,14
3924,North India,Gujarati,Basic,Smart TV,4.0,24
3925,West India,Bengali,Basic,Mobile,1.8,43
3926,East India,Hindi,Premium,Mobile,2.3,31
3927,West India,Malayalam,Basic,Mobile,3.2,39
3928,Northeast India,Gujarati,Standard,Smart TV,1.4,28
3929,Northeast India,Bengali,Basic,Laptop,3.7,25
3930,Northeast India,Gujarati,Premium,Mobile,4.5,19
3931,West India,Gujarati,Basic,Smart TV,5.2,4
3932,Northeast India,Telugu,Standard,Smart TV,3.6,34
3933,North India,Punjabi,Mobile,Tablet,5.8,32
3934,Northeast India,Telugu,Standard,Smart TV,3.5,25
3935,South India,Hindi,Mobile,Tablet,2.0,22
3936,West India,Tamil,Basic,Mobile,3.4,28
3937,South India,Marathi,Premium,Mobile,3.3,18
3938,Northeast India,Tamil,Premium,Laptop,4.1,7
3939,North India,Marathi,Basic,Smart TV,3.8,11
3940,East India,Hindi,Standard,Mobile,3.7,42
3941,Northeast India,Hindi,Mobile,Mobile,4.7,11
3942,North India,Malayalam,Standard,Laptop,3.0,9
3943,West India,Punjabi,Standard,Mobile,4.1,35
3944,South India,Gujarati,Basic,Mobile,3.8,37
3945,South India,Telugu,Premium,Smart TV,3.6,23
3946,South India,Telugu,Standard,Mobile,3.4,33
3947,West India,Hindi,Mobile,Smart TV,2.0,1
3948,North India,Telugu,Standard,Smart TV,3.2,20
3949,West India,Hindi,Mobile,Smart TV,3.3,5
3950,South India,Gujarati,Standard,Mobile,2.6,29
3951,Northeast India,Hindi,Standard,Mobile,1.9,26
3952,East India,Malayalam,Mobile,Mobile,2.8,38
3953,West India,Punjabi,Standard,Mobile,2.9,3
3954,West India,Kannada,Basic,Tablet,1.9,21
3955,North India,Bengali,Basic,Laptop,1.9,13
3956,North India,Punjabi,Mobile,Mobile,1.0,31
3957,West India,Punjabi,Mobile,Laptop,3.9,17
3958,South India,Tamil,Standard,Tablet,4.7,35
3959,East India,Marathi,Mobile,Mobile,3.5,23
3960,North India,Bengali,Basic,Mobile,3.0,3
3961,South India,Gujarati,Standard,Smart TV,1.8,45
3962,Northeast India,Kannada,Mobile,Laptop,0.9,2
3963,North India,Kannada,Basic,Smart TV,3.5,3
3964,South India,Punjabi,Basic,Smart TV,4.2,20
3965,South India,Malayalam,Standard,Mobile,2.5,44
3966,East India,Marathi,Basic,Laptop,4.8,9
3967,East India,Hindi,Basic,Mobile,2.7,4
3968,Northeast India,Marathi,Basic,Laptop,4.8,25
3969,South India,Tamil,Standard,Laptop,2.6,1
3970,South India,Marathi,Mobile,Mobile,0.5,39
3971,East India,Punjabi,Premium,Mobile,4.3,12
3972,North India,Gujarati,Standard,Mobile,2.4,40
3973,North India,Punjabi,Premium,Tablet,1.6,40
3974,West India,Gujarati,Basic,Laptop,4.1,24
3975,East India,Telugu,Basic,Tablet,2.4,9
3976,West India,Gujarati,Premium,Smart TV,1.8,46
3977,East India,Marathi,Mobile,Mobile,5.1,20
3978,Northeast India,Marathi,Mobile,Smart TV,3.3,5
3979,South India,Marathi,Mobile,Mobile,1.8,20
3980,Northeast India,Telugu,Premium,Laptop,2.9,21
3981,East India,Hindi,Standard,Mobile,6.1,2
3982,South India,Bengali,Basic,Smart TV,3.6,21
3983,North India,Marathi,Standard,Smart TV,2.7,42
3984,North India,Tamil,Basic,Mobile,4.1,24
3985,West India,Kannada,Standard,Smart TV,3.0,9
3986,East India,Kannada,Basic,Mobile,2.9,39
3987,East India,Bengali,Standard,Laptop,2.7,30
3988,North India,Bengali,Mobile,Mobile,4.5,18
3989,Northeast India,Hindi,Mobile,Mobile,3.7,44
3990,South India,Tamil,Basic,Mobile,5.2,43
3991,Northeast India,Punjabi,Basic,Laptop,3.9,10
3992,Northeast India,Gujarati,Standard,Smart TV,5.3,45
3993,North India,Gujarati,Basic,Tablet,4.3,41
3994,North India,Punjabi,Mobile,Mobile,3.2,21
3995,North India,Kannada,Basic,Smart TV,3.3,22
3996,West India,Punjabi,Basic,Smart TV,5.7,17
3997,Northeast India,Tamil,Mobile,Smart TV,5.1,5
3998,East India,Marathi,Basic,Laptop,5.4,6
3999,South India,Telugu,Basic,Mobile,2.3,10
4000,West India,Marathi,Basic,Mobile,1.2,43
4001,East India,Telugu,Mobile,Mobile,2.5,2
4002,Northeast India,Gujarati,Premium,Laptop,3.7,7
4003,North India,Bengali,Standard,Laptop,2.7,46
4004,Northeast India,Marathi,Mobile,Mobile,3.5,4
4005,South India,Punjabi,Standard,Mobile,3.0,37
4006,West India,Tamil,Standard,Laptop,1.4,19
4007,West India,Tamil,Basic,Laptop,4.0,28
4008,South India,Kannada,Standard,Mobile,3.5,20
4009,East India,Tamil,Mobile,Smart TV,5.1,30
4010,East India,Tamil,Standard,Laptop,3.7,42
4011,West India,Bengali,Basic,Smart TV,4.4,38
4012,West India,Punjabi,Mobile,Smart TV,2.5,2
4013,North India,Gujarati,Basic,Laptop,3.9,3
4014,East India,Tamil,Premium,Mobile,4.5,47
4015,South India,Gujarati,Standard,Laptop,4.2,42
4016,East India,Bengali,Basic,Mobile,3.2,39
4017,North India,Tamil,Mobile,Tablet,3.9,25
4018,West India,Kannada,Basic,Mobile,4.2,2
4019,West India,Marathi,Mobile,Laptop,4.9,39
4020,North India,Malayalam,Mobile,Mobile,2.8,15
4021,South India,Hindi,Basic,Smart TV,2.2,3
4022,West India,Tamil,Premium,Mobile,2.5,5
4023,Northeast India,Gujarati,Standard,Laptop,3.7,40
4024,West India,Hindi,Mobile,Smart TV,3.5,36
4025,Northeast India,Telugu,Basic,Mobile,4.3,40
4026,North India,Tamil,Premium,Smart TV,4.5,38
4027,North India,Malayalam,Standard,Smart TV,1.2,37
4028,West India,Bengali,Standard,Mobile,2.9,27
4029,East India,Kannada,Premium,Tablet,3.8,5
4030,Northeast India,Malayalam,Standard,Mobile,4.8,17
4031,South India,Gujarati,Mobile,Mobile,3.4,38
4032,West India,Bengali,Basic,Tablet,5.1,45
4033,South India,Marathi,Premium,Mobile,4.2,41
4034,West India,Bengali,Basic,Mobile,4.0,12
4035,East India,Tamil,Mobile,Smart TV,3.4,42
4036,East India,Hindi,Basic,Mobile,3.5,31
4037,East India,Hindi,Standard,Mobile,3.9,33
4038,East India,Gujarati,Premium,Mobile,3.3,43
4039,North India,Bengali,Basic,Laptop,4.8,29
4040,North India,Malayalam,Basic,Mobile,4.6,38
4041,Northeast India,Gujarati,Premium,Smart TV,4.9,3
4042,South India,Kannada,Basic,Tablet,2.3,38
4043,West India,Gujarati,Mobile,Mobile,2.2,41
4044,West India,Gujarati,Premium,Tablet,4.1,40
4045,North India,Marathi,Basic,Mobile,3.4,30
4046,West India,Tamil,Basic,Smart TV,3.8,47
4047,North India,Marathi,Standard,Mobile,2.2,22
4048,Northeast India,Hindi,Mobile,Mobile,1.8,38
4049,South India,Hindi,Premium,Smart TV,3.8,32
4050,Northeast India,Telugu,Basic,Mobile,2.6,43
4051,East India,Telugu,Basic,Mobile,4.4,10
4052,East India,Malayalam,Mobile,Mobile,2.8,32
4053,East India,Hindi,Basic,Smart TV,2.4,43
4054,Northeast India,Marathi,Standard,Mobile,0.8,4
4055,West India,Kannada,Standard,Smart TV,5.0,29
4056,South India,Telugu,Premium,Mobile,4.3,45
4057,East India,Bengali,Basic,Smart TV,1.7,8
4058,East India,Telugu,Standard,Smart TV,1.1,20
4059,East India,Hindi,Basic,Mobile,2.8,47
4060,South India,Gujarati,Standard,Smart TV,4.6,7
4061,East India,Tamil,Standard,Mobile,2.9,1
4062,South India,Hindi,Basic,Tablet,3.3,25
4063,East India,Gujarati,Basic,Mobile,4.7,26
4064,Northeast India,Kannada,Mobile,Mobile,2.3,9
4065,Northeast India,Kannada,Basic,Tablet,2.7,23
4066,South India,Bengali,Premium,Tablet,3.8,40
4067,Northeast India,Punjabi,Mobile,Laptop,3.2,2
4068,South India,Marathi,Mobile,Smart TV,2.4,26
4069,Northeast India,Tamil,Mobile,Mobile,4.3,14
4070,Northeast India,Hindi,Standard,Laptop,4.1,44
4071,South India,Hindi,Basic,Laptop,4.5,31
4072,West India,Punjabi,Mobile,Mobile,3.3,26
4073,Northeast India,Bengali,Basic,Smart TV,1.4,19
4074,East India,Malayalam,Standard,Tablet,3.5,38
4075,West India,Telugu,Basic,Mobile,2.1,5
4076,South India,Bengali,Standard,Mobile,1.1,6
4077,West India,Gujarati,Basic,Mobile,3.2,35
4078,North India,Bengali,Basic,Mobile,3.6,16
4079,North India,Punjabi,Mobile,Smart TV,5.4,31
4080,Northeast India,Punjabi,Mobile,Mobile,2.1,18
4081,Northeast India,Marathi,Basic,Tablet,4.3,14
4082,East India,Tamil,Basic,Mobile,1.6,25
4083,West India,Kannada,Standard,Mobile,5.0,15
4084,North India,Punjabi,Mobile,Laptop,2.7,26
4085,Northeast India,Marathi,Mobile,Mobile,3.1,36
4086,West India,Telugu,Premium,Mobile,3.1,11
4087,Northeast India,Kannada,Basic,Mobile,4.4,37
4088,Northeast India,Malayalam,Standard,Smart TV,1.8,41
4089,North India,Hindi,Standard,Smart TV,3.3,37
4090,North India,Telugu,Basic,Mobile,2.7,7
4091,Northeast India,Malayalam,Standard,Tablet,6.1,18
4092,South India,Kannada,Basic,Laptop,2.2,20
4093,Northeast India,Telugu,Mobile,Smart TV,0.5,2
4094,Northeast India,Marathi,Basic,Mobile,5.5,26
4095,East India,Malayalam,Basic,Smart TV,4.1,23
4096,East India,Hindi,Basic,Mobile,2.6,32
4097,East India,Marathi,Basic,Smart TV,3.5,13
4098,South India,Gujarati,Basic,Laptop,2.5,13
4099,South India,Hindi,Mobile,Smart TV,1.2,17
4100,Northeast India,Tamil,Mobile,Smart TV,3.3,25
4101,East India,Bengali,Mobile,Mobile,3.3,22
4102,South India,Tamil,Mobile,Smart TV,3.9,27
4103,North India,Punjabi,Basic,Laptop,2.3,17
4104,Northeast India,Gujarati,Basic,Tablet,2.6,26
4105,West India,Gujarati,Mobile,Smart TV,3.0,38
4106,Northeast India,Bengali,Premium,Mobile,2.3,14
4107,West India,Malayalam,Standard,Tablet,4.9,14
4108,East India,Bengali,Basic,Laptop,4.5,12
4109,West India,Punjabi,Standard,Tablet,2.9,5
4110,East India,Tamil,Basic,Smart TV,4.1,37
4111,North India,Gujarati,Mobile,Smart TV,2.0,4
4112,West India,Tamil,Premium,Smart TV,2.9,29
4113,Northeast India,Hindi,Mobile,Mobile,5.3,25
4114,East India,Telugu,Premium,Laptop,4.3,45
4115,Northeast India,Punjabi,Basic,Smart TV,3.8,4
4116,South India,Telugu,Basic,Mobile,3.1,16
4117,East India,Punjabi,Basic,Smart TV,3.4,2
4118,West India,Kannada,Basic,Laptop,1.7,23
4119,East India,Hindi,Mobile,Smart TV,3.1,4
4120,Northeast India,Malayalam,Basic,Smart TV,4.0,20
4121,North India,Punjabi,Standard,Mobile,3.5,17
4122,East India,Telugu,Basic,Smart TV,3.5,6
4123,West India,Punjabi,Mobile,Mobile,2.7,18
4124,South India,Malayalam,Basic,Mobile,2.4,20
4125,North India,Punjabi,Premium,Laptop,2.3,39
4126,South India,Marathi,Basic,Mobile,3.2,45
4127,East India,Punjabi,Basic,Mobile,4.4,41
4128,Northeast India,Kannada,Premium,Tablet,2.5,34
4129,Northeast India,Kannada,Basic,Tablet,3.5,40
4130,West India,Gujarati,Basic,Mobile,3.5,46
4131,Northeast India,Kannada,Standard,Mobile,4.6,24
4132,North India,Punjabi,Standard,Mobile,3.5,18
4133,Northeast India,Punjabi,Mobile,Mobile,1.7,30
4134,West India,Marathi,Mobile,Tablet,6.0,1
4135,East India,Kannada,Standard,Laptop,4.7,23
4136,East India,Tamil,Mobile,Smart TV,4.1,29
4137,Northeast India,Punjabi,Premium,Smart TV,2.8,41
4138,South India,Hindi,Mobile,Smart TV,3.1,41
4139,East India,Hindi,Basic,Smart TV,1.8,32
