Order_ID,Customer_ID,Restaurant_Name,Food_Category,Order_Amount,Delivery_Time_Minutes,Payment_Mode,Customer_Rating,Promo_Used,Order_Date,Delivery_Area,Fast_Delivery
1170,164,Sushi Place,Burger,450,60,Cash,1,Yes,1/17/2023,Zone 3,Slow
2657,253,Sushi Place,Pizza,250,20,Wallet,5,Yes,2/9/2023,Zone 2,Fast
3071,998,Taco Land,Pizza,230,30,Cash,5,No,2/4/2023,Zone 3,Fast
5489,130,Biryani House,Pizza,450,35,Card,1,Yes,3/11/2023,Zone 1,Slow
2391,597,Taco Land,Biryani,255,20,Cash,3,No,1/4/2023,Zone 2,Fast
5861,508,Sushi Place,Burger,350,30,Card,4,No,1/19/2023,Zone 2,Fast
3041,724,Pizza Hub,Pizza,400,25,Cash,1,Yes,3/9/2023,Zone 3,Fast
5436,931,Pizza Hub,Biryani,450,25,Card,5,No,1/26/2023,Zone 3,Fast
3429,562,Pizza Hub,Pizza,300,50,Cash,2,Yes,3/29/2023,Zone 2,Slow
4384,999,Sushi Place,Pizza,250,45,Cash,3,No,1/16/2023,Zone 1,Slow
1000,928,Pizza Hub,Burger,255,30,Cash,1,Yes,2/22/2023,Zone 1,Fast
2052,988,Burger Town,Burger,255,20,Card,4,No,2/18/2023,Zone 3,Fast
2245,198,Sushi Place,Taco,255,45,Cash,1,No,3/5/2023,Zone 1,Slow
4174,972,Taco Land,Taco,255,45,Cash,3,No,1/13/2023,Zone 3,Slow
3250,944,Pizza Hub,Pizza,450,25,Wallet,3,Yes,1/24/2023,Zone 2,Fast
2834,580,Pizza Hub,Biryani,250,45,Card,2,Yes,3/17/2023,Zone 3,Slow
4505,441,Taco Land,Pizza,250,40,Card,2,Yes,2/21/2023,Zone 3,Slow
5593,180,Pizza Hub,Biryani,300,50,Wallet,2,No,3/13/2023,Zone 2,Slow
4992,352,Biryani House,Biryani,450,50,Cash,2,Yes,1/4/2023,Zone 1,Slow
2688,254,Pizza Hub,Taco,230,20,Wallet,3,Yes,3/20/2023,Zone 1,Fast
1243,567,Biryani House,Burger,250,45,Wallet,3,Yes,1/19/2023,Zone 2,Slow
2634,530,Pizza Hub,Pizza,300,45,Card,1,No,1/13/2023,Zone 1,Slow
3210,358,Biryani House,Biryani,450,45,Card,3,Yes,2/25/2023,Zone 1,Slow
1174,171,Pizza Hub,Burger,300,40,Wallet,3,No,1/22/2023,Zone 3,Slow
3219,306,Biryani House,Taco,450,20,Wallet,2,No,3/24/2023,Zone 3,Fast
4656,218,Taco Land,Biryani,300,30,Wallet,2,No,1/2/2023,Zone 3,Fast
1266,448,Taco Land,Biryani,230,30,Cash,4,No,2/24/2023,Zone 3,Fast
2382,320,Sushi Place,Taco,230,45,Cash,1,No,2/20/2023,Zone 1,Slow
1779,132,Biryani House,Biryani,350,20,Cash,4,No,1/27/2023,Zone 1,Fast
5631,925,Biryani House,Taco,255,40,Cash,3,Yes,3/21/2023,Zone 1,Slow
1666,780,Burger Town,Taco,250,25,Card,4,No,1/11/2023,Zone 1,Fast
2157,169,Burger Town,Biryani,250,45,Card,3,No,3/30/2023,Zone 2,Slow
5676,833,Biryani House,Pizza,450,20,Cash,4,No,1/5/2023,Zone 2,Fast
1863,556,Pizza Hub,Biryani,230,20,Wallet,3,No,3/12/2023,Zone 1,Fast
4900,562,Biryani House,Taco,450,30,Wallet,5,No,3/18/2023,Zone 1,Fast
1056,612,Pizza Hub,Pizza,230,30,Wallet,4,Yes,1/23/2023,Zone 1,Fast
4250,937,Taco Land,Pizza,350,25,Wallet,3,No,2/12/2023,Zone 1,Fast
1542,829,Taco Land,Sushi,300,30,Wallet,4,No,3/21/2023,Zone 2,Fast
1932,677,Pizza Hub,Burger,450,20,Wallet,5,Yes,3/29/2023,Zone 2,Fast
1850,716,Pizza Hub,Biryani,350,25,Wallet,4,No,1/23/2023,Zone 1,Fast
2175,592,Pizza Hub,Biryani,230,20,Card,3,Yes,1/11/2023,Zone 3,Fast
1522,279,Pizza Hub,Pizza,250,50,Card,4,Yes,3/17/2023,Zone 3,Slow
1109,573,Pizza Hub,Taco,250,20,Card,3,No,2/13/2023,Zone 2,Fast
4445,812,Biryani House,Burger,450,45,Wallet,1,No,3/27/2023,Zone 2,Slow
1056,653,Sushi Place,Sushi,450,35,Cash,3,No,2/1/2023,Zone 1,Slow
4823,233,Taco Land,Sushi,250,45,Wallet,2,Yes,3/15/2023,Zone 3,Slow
2666,992,Sushi Place,Pizza,255,20,Cash,2,Yes,3/3/2023,Zone 2,Fast
4917,713,Burger Town,Pizza,230,45,Wallet,1,No,3/3/2023,Zone 3,Slow
2427,130,Biryani House,Biryani,450,45,Wallet,2,Yes,3/4/2023,Zone 1,Slow
1504,649,Pizza Hub,Taco,250,30,Card,2,Yes,3/21/2023,Zone 1,Fast
4695,532,Biryani House,Biryani,450,40,Wallet,1,No,3/6/2023,Zone 1,Slow
5604,652,Sushi Place,Taco,300,25,Cash,4,No,2/19/2023,Zone 2,Fast
2328,561,Burger Town,Pizza,250,20,Cash,2,Yes,3/31/2023,Zone 2,Fast
1683,874,Sushi Place,Sushi,255,20,Wallet,3,No,1/5/2023,Zone 1,Fast
1122,518,Pizza Hub,Burger,450,35,Cash,4,No,2/24/2023,Zone 3,Slow
2347,479,Biryani House,Biryani,250,30,Wallet,4,No,2/18/2023,Zone 1,Fast
5071,883,Biryani House,Biryani,255,30,Wallet,3,No,2/23/2023,Zone 2,Fast
2901,374,Biryani House,Pizza,255,25,Wallet,5,Yes,2/24/2023,Zone 2,Fast
2645,504,Burger Town,Taco,255,25,Card,5,No,2/8/2023,Zone 3,Fast
3869,265,Sushi Place,Biryani,300,40,Wallet,1,No,2/23/2023,Zone 2,Slow
2378,414,Biryani House,Biryani,230,50,Card,2,No,1/1/2023,Zone 2,Slow
3872,183,Taco Land,Biryani,255,50,Wallet,3,Yes,1/23/2023,Zone 2,Slow
2496,575,Biryani House,Biryani,275,30,Cash,5,No,1/4/2023,Zone 2,Fast
1675,191,Biryani House,Pizza,400,35,Wallet,4,Yes,1/15/2023,Zone 2,Slow
3508,191,Pizza Hub,Pizza,450,25,Wallet,1,Yes,3/31/2023,Zone 3,Fast
3296,998,Burger Town,Biryani,230,30,Card,1,No,1/15/2023,Zone 1,Fast
1562,212,Biryani House,Biryani,250,20,Cash,3,No,3/14/2023,Zone 2,Fast
5272,517,Biryani House,Taco,275,40,Card,1,Yes,3/25/2023,Zone 3,Slow
1201,681,Biryani House,Taco,300,35,Cash,2,No,2/24/2023,Zone 2,Slow
5472,185,Biryani House,Taco,230,25,Wallet,2,Yes,3/13/2023,Zone 1,Fast
3994,363,Burger Town,Pizza,250,35,Wallet,4,No,3/2/2023,Zone 1,Slow
5556,855,Burger Town,Pizza,300,50,Wallet,1,Yes,3/2/2023,Zone 1,Slow
5715,743,Burger Town,Biryani,250,20,Card,3,Yes,3/25/2023,Zone 2,Fast
5498,871,Biryani House,Biryani,275,30,Card,4,Yes,1/3/2023,Zone 1,Fast
5405,699,Burger Town,Pizza,275,35,Card,4,Yes,2/2/2023,Zone 1,Slow
4665,818,Sushi Place,Burger,450,30,Card,4,Yes,1/19/2023,Zone 2,Fast
5095,852,Taco Land,Burger,300,50,Card,5,No,1/25/2023,Zone 3,Slow
2528,859,Biryani House,Biryani,450,45,Cash,1,Yes,1/1/2023,Zone 3,Slow
1659,778,Taco Land,Pizza,275,20,Wallet,3,Yes,2/27/2023,Zone 2,Fast
1001,847,Biryani House,Biryani,300,40,Cash,2,Yes,1/11/2023,Zone 2,Slow
1508,929,Sushi Place,Biryani,450,25,Wallet,2,No,3/31/2023,Zone 2,Fast
1139,287,Pizza Hub,Burger,250,50,Cash,5,Yes,1/2/2023,Zone 3,Slow
4254,246,Biryani House,Burger,250,40,Wallet,2,No,3/20/2023,Zone 1,Slow
4654,702,Biryani House,Pizza,250,50,Card,2,Yes,1/19/2023,Zone 2,Slow
2585,664,Pizza Hub,Taco,300,35,Cash,1,No,2/16/2023,Zone 1,Slow
5737,585,Sushi Place,Taco,250,40,Card,4,Yes,1/17/2023,Zone 2,Slow
1227,109,Biryani House,Biryani,250,20,Cash,3,No,2/12/2023,Zone 3,Fast
3597,674,Pizza Hub,Biryani,230,40,Card,4,No,1/20/2023,Zone 2,Slow
3805,598,Biryani House,Taco,275,35,Card,3,No,3/3/2023,Zone 1,Slow
5360,575,Burger Town,Pizza,450,30,Card,3,Yes,3/13/2023,Zone 2,Fast
4546,118,Biryani House,Pizza,300,30,Cash,2,Yes,3/3/2023,Zone 1,Fast
4672,486,Biryani House,Biryani,275,45,Cash,5,No,2/25/2023,Zone 3,Slow
5890,522,Biryani House,Burger,300,45,Cash,2,No,1/8/2023,Zone 3,Slow
5560,642,Sushi Place,Biryani,450,30,Wallet,4,No,1/6/2023,Zone 1,Fast
5902,273,Biryani House,Burger,450,20,Wallet,4,No,1/1/2023,Zone 2,Fast
3522,664,Biryani House,Biryani,250,20,Card,3,No,1/21/2023,Zone 1,Fast
1338,357,Pizza Hub,Burger,450,35,Cash,4,Yes,3/2/2023,Zone 3,Slow
1818,951,Pizza Hub,Biryani,300,25,Wallet,5,No,3/7/2023,Zone 3,Fast
3566,866,Biryani House,Biryani,300,35,Cash,3,No,3/22/2023,Zone 2,Slow
5980,214,Biryani House,Taco,230,35,Wallet,1,No,3/19/2023,Zone 1,Slow
4717,711,Taco Land,Sushi,230,35,Cash,4,No,2/28/2023,Zone 1,Slow
4062,233,Biryani House,Burger,250,45,Cash,1,No,1/18/2023,Zone 3,Slow
2253,893,Biryani House,Burger,230,40,Card,5,No,1/5/2023,Zone 3,Slow
4150,818,Pizza Hub,Pizza,275,45,Cash,2,Yes,3/30/2023,Zone 3,Slow
3250,356,Sushi Place,Biryani,350,20,Card,4,No,2/2/2023,Zone 3,Fast
5320,988,Pizza Hub,Burger,230,45,Wallet,3,No,1/24/2023,Zone 2,Slow
4615,130,Biryani House,Burger,230,35,Card,5,No,2/5/2023,Zone 3,Slow
2779,912,Pizza Hub,Burger,275,35,Wallet,1,No,1/16/2023,Zone 2,Slow
2291,990,Pizza Hub,Burger,450,45,Card,4,No,3/29/2023,Zone 2,Slow
1678,159,Biryani House,Biryani,230,25,Card,4,No,3/27/2023,Zone 3,Fast
3552,806,Taco Land,Pizza,300,20,Wallet,3,No,1/16/2023,Zone 1,Fast
4224,292,Biryani House,Biryani,250,25,Wallet,4,Yes,3/5/2023,Zone 1,Fast
1214,452,Burger Town,Biryani,275,35,Cash,2,No,2/28/2023,Zone 3,Slow
1985,322,Pizza Hub,Taco,350,20,Card,5,No,1/29/2023,Zone 2,Fast
4283,142,Sushi Place,Taco,275,25,Wallet,3,No,1/3/2023,Zone 1,Fast
5706,627,Pizza Hub,Sushi,450,20,Wallet,3,No,1/17/2023,Zone 2,Fast
3345,353,Burger Town,Taco,450,45,Wallet,2,Yes,1/15/2023,Zone 3,Slow
5738,596,Biryani House,Pizza,230,45,Wallet,1,No,3/13/2023,Zone 3,Slow
4433,563,Biryani House,Biryani,250,50,Card,4,No,3/10/2023,Zone 2,Slow
4627,952,Sushi Place,Burger,300,45,Cash,3,No,2/6/2023,Zone 3,Slow
4073,527,Biryani House,Taco,300,45,Card,4,No,3/9/2023,Zone 2,Slow
5373,193,Biryani House,Biryani,275,30,Wallet,2,Yes,1/22/2023,Zone 1,Fast
4239,221,Taco Land,Taco,275,45,Cash,5,Yes,2/4/2023,Zone 3,Slow
2372,247,Taco Land,Taco,275,50,Wallet,2,Yes,3/2/2023,Zone 2,Slow
3038,215,Taco Land,Sushi,250,50,Wallet,3,Yes,1/29/2023,Zone 2,Slow
5718,230,Biryani House,Biryani,450,40,Wallet,5,Yes,2/8/2023,Zone 2,Slow
4853,885,Sushi Place,Burger,250,20,Wallet,4,Yes,2/18/2023,Zone 1,Fast
4343,236,Biryani House,Burger,450,25,Card,1,Yes,3/11/2023,Zone 2,Fast
5683,263,Sushi Place,Pizza,230,40,Wallet,2,Yes,1/16/2023,Zone 1,Slow
5152,208,Taco Land,Pizza,450,30,Card,4,No,3/1/2023,Zone 3,Fast
2768,385,Sushi Place,Taco,275,30,Card,2,No,2/14/2023,Zone 1,Fast
1038,507,Sushi Place,Biryani,230,50,Cash,3,Yes,1/28/2023,Zone 3,Slow
4562,519,Pizza Hub,Burger,250,30,Wallet,4,Yes,2/11/2023,Zone 3,Fast
2829,987,Burger Town,Burger,275,50,Cash,3,No,1/9/2023,Zone 2,Slow
3171,401,Biryani House,Biryani,230,25,Cash,3,No,1/5/2023,Zone 3,Fast
1108,569,Biryani House,Burger,450,60,Card,1,Yes,2/19/2023,Zone 3,Slow
5840,782,Taco Land,Sushi,300,40,Card,3,No,1/16/2023,Zone 2,Slow
5959,204,Burger Town,Burger,450,20,Card,4,No,3/2/2023,Zone 1,Fast
5128,370,Sushi Place,Taco,450,50,Wallet,5,No,1/10/2023,Zone 2,Slow
5235,127,Burger Town,Burger,230,45,Cash,3,No,2/16/2023,Zone 3,Slow
5177,199,Sushi Place,Pizza,250,20,Cash,2,No,2/10/2023,Zone 2,Fast
4106,594,Biryani House,Pizza,250,45,Card,5,No,1/20/2023,Zone 3,Slow
1136,606,Biryani House,Taco,450,30,Card,5,No,3/4/2023,Zone 3,Fast
4737,668,Burger Town,Biryani,450,35,Wallet,4,Yes,1/4/2023,Zone 2,Slow
4851,840,Pizza Hub,Burger,250,50,Wallet,3,No,2/19/2023,Zone 2,Slow
1330,490,Pizza Hub,Burger,230,30,Wallet,3,Yes,2/13/2023,Zone 3,Fast
1196,235,Pizza Hub,Sushi,350,40,Wallet,1,No,1/20/2023,Zone 1,Slow
2415,882,Pizza Hub,Biryani,350,45,Wallet,1,No,3/13/2023,Zone 3,Slow
4296,724,Pizza Hub,Taco,230,40,Cash,1,No,1/31/2023,Zone 2,Slow
4020,448,Pizza Hub,Burger,250,30,Card,2,No,1/29/2023,Zone 2,Fast
4369,861,Sushi Place,Biryani,300,40,Card,4,No,1/17/2023,Zone 3,Slow
5855,569,Taco Land,Sushi,450,30,Cash,5,No,3/28/2023,Zone 2,Fast
1840,148,Biryani House,Taco,450,30,Wallet,5,Yes,3/8/2023,Zone 2,Fast
4642,635,Pizza Hub,Taco,275,30,Card,4,No,2/2/2023,Zone 1,Fast
3669,800,Burger Town,NA,230,45,Wallet,1,No,2/4/2023,Zone 1,Slow
2177,806,Pizza Hub,Taco,300,40,Wallet,1,No,3/22/2023,Zone 1,Slow
1943,144,Taco Land,Pizza,350,35,Cash,3,No,2/7/2023,Zone 3,Slow
4446,289,Biryani House,Taco,230,30,Card,4,Yes,1/27/2023,Zone 2,Fast
1851,736,Biryani House,Biryani,450,45,Cash,3,Yes,1/9/2023,Zone 1,Slow
5600,811,Biryani House,Burger,275,30,Wallet,2,No,2/5/2023,Zone 1,Fast
2751,288,Sushi Place,Burger,300,35,Cash,3,No,2/22/2023,Zone 2,Slow
2845,900,Pizza Hub,Biryani,250,25,Cash,1,No,3/31/2023,Zone 3,Fast
5824,449,Pizza Hub,Taco,250,45,Wallet,4,No,2/4/2023,Zone 2,Slow
2721,725,Sushi Place,Burger,350,50,Cash,4,No,2/9/2023,Zone 2,Slow
2773,766,Sushi Place,Pizza,230,25,Card,2,Yes,3/2/2023,Zone 3,Fast
1650,602,Pizza Hub,Taco,230,25,Cash,1,No,2/12/2023,Zone 2,Fast
2361,783,Pizza Hub,Taco,275,45,Card,1,Yes,2/22/2023,Zone 1,Slow
4509,904,Sushi Place,Sushi,230,20,Cash,3,No,1/15/2023,Zone 2,Fast
2468,957,Burger Town,Biryani,450,20,Card,4,Yes,1/5/2023,Zone 2,Fast
1484,360,Burger Town,Pizza,250,20,Card,1,Yes,2/16/2023,Zone 2,Fast
1751,284,Biryani House,Taco,450,50,Wallet,4,No,1/2/2023,Zone 1,Slow
1109,749,Sushi Place,Burger,300,30,Cash,1,No,3/15/2023,Zone 3,Fast
3352,888,Taco Land,Biryani,230,25,Wallet,3,Yes,3/28/2023,Zone 2,Fast
5278,913,Sushi Place,Taco,450,20,Cash,5,Yes,1/21/2023,Zone 2,Fast
4524,992,Pizza Hub,Pizza,275,25,Cash,3,Yes,1/11/2023,Zone 3,Fast
2058,140,Taco Land,Taco,230,30,Cash,3,No,2/17/2023,Zone 2,Fast
1200,707,Taco Land,Biryani,400,30,Card,2,Yes,2/2/2023,Zone 2,Fast
5490,628,Pizza Hub,Pizza,450,35,Card,2,No,2/12/2023,Zone 1,Slow
4715,175,Sushi Place,Pizza,250,20,Card,3,Yes,1/19/2023,Zone 1,Fast
5935,548,Biryani House,Biryani,275,30,Cash,4,No,3/10/2023,Zone 1,Fast
2215,901,Burger Town,Pizza,250,25,Cash,4,No,2/15/2023,Zone 3,Fast
1731,684,Taco Land,Burger,250,20,Wallet,1,Yes,2/19/2023,Zone 3,Fast
1373,457,Biryani House,Biryani,300,50,Wallet,3,No,2/13/2023,Zone 2,Slow
4149,442,Sushi Place,Pizza,250,35,Card,2,No,1/23/2023,Zone 1,Slow
4244,228,Pizza Hub,Pizza,250,30,Cash,3,No,1/28/2023,Zone 2,Fast
4941,315,Burger Town,Biryani,450,50,Wallet,2,No,1/10/2023,Zone 1,Slow
4948,390,Burger Town,Pizza,450,45,Cash,3,Yes,3/7/2023,Zone 1,Slow
1645,107,Biryani House,Pizza,450,50,Wallet,5,No,1/14/2023,Zone 3,Slow
4595,336,Sushi Place,Burger,230,45,Cash,4,Yes,1/13/2023,Zone 3,Slow
5078,783,Taco Land,Taco,400,20,Cash,4,Yes,2/6/2023,Zone 2,Fast
2935,359,Biryani House,Biryani,450,60,Wallet,2,Yes,1/22/2023,Zone 3,Slow
3733,521,Burger Town,Pizza,275,35,Wallet,3,Yes,1/14/2023,Zone 1,Slow
3561,650,Taco Land,Sushi,230,40,Wallet,2,No,1/25/2023,Zone 1,Slow
3052,672,Taco Land,Burger,275,20,Cash,3,Yes,2/20/2023,Zone 1,Fast
2939,483,Biryani House,Taco,350,25,Cash,4,No,1/31/2023,Zone 1,Fast
1702,279,Biryani House,Biryani,230,30,Cash,2,No,1/16/2023,Zone 2,Fast
3799,761,Taco Land,Taco,230,40,Cash,2,Yes,1/28/2023,Zone 2,Slow
1507,824,Taco Land,Sushi,230,20,Wallet,3,No,2/6/2023,Zone 3,Fast
2423,787,Biryani House,Burger,450,30,Wallet,2,No,3/18/2023,Zone 2,Fast
3067,729,Biryani House,Pizza,250,50,Cash,3,Yes,3/23/2023,Zone 3,Slow
5165,157,Pizza Hub,Burger,250,25,Cash,3,No,1/13/2023,Zone 2,Fast
5994,813,Sushi Place,Taco,230,20,Wallet,4,Yes,1/27/2023,Zone 2,Fast
1751,603,Biryani House,Pizza,450,40,Cash,4,No,1/10/2023,Zone 1,Slow
3016,731,Biryani House,Pizza,450,50,Wallet,3,Yes,1/1/2023,Zone 1,Slow
1548,896,Burger Town,Biryani,275,45,Wallet,4,No,1/16/2023,Zone 2,Slow
3555,750,Burger Town,NA,350,40,Card,1,No,2/25/2023,Zone 3,Slow
1638,243,Burger Town,Burger,300,35,Cash,5,Yes,1/6/2023,Zone 3,Slow
2720,352,Taco Land,Sushi,275,40,Wallet,4,Yes,2/3/2023,Zone 3,Slow
4816,650,Pizza Hub,Pizza,230,35,Cash,3,No,1/26/2023,Zone 3,Slow
4788,724,Biryani House,Taco,400,40,Cash,5,No,3/15/2023,Zone 3,Slow
2713,623,Burger Town,Pizza,275,30,Card,5,No,1/18/2023,Zone 2,Fast
5183,466,Taco Land,Burger,250,25,Wallet,3,Yes,2/9/2023,Zone 3,Fast
5630,882,Taco Land,Biryani,400,20,Cash,4,No,2/14/2023,Zone 1,Fast
4944,279,Taco Land,Sushi,250,50,Cash,1,Yes,3/4/2023,Zone 2,Slow
2801,307,Biryani House,Burger,300,50,Cash,1,Yes,3/29/2023,Zone 1,Slow
5170,385,Burger Town,Biryani,250,40,Cash,1,Yes,2/22/2023,Zone 1,Slow
4360,557,Sushi Place,Biryani,300,45,Card,2,Yes,1/18/2023,Zone 2,Slow
4962,602,Burger Town,Biryani,230,45,Card,1,No,2/5/2023,Zone 1,Slow
4212,740,Biryani House,Pizza,250,35,Cash,3,No,2/14/2023,Zone 3,Slow
3587,659,Biryani House,Biryani,250,30,Card,4,No,2/22/2023,Zone 1,Fast
5804,844,Biryani House,Biryani,230,20,Card,4,Yes,2/18/2023,Zone 3,Fast
2699,164,Pizza Hub,Pizza,300,45,Wallet,3,No,2/14/2023,Zone 2,Slow
1147,975,Pizza Hub,Pizza,230,35,Wallet,3,Yes,2/10/2023,Zone 1,Slow
4011,133,Pizza Hub,Taco,250,45,Cash,5,Yes,1/16/2023,Zone 2,Slow
2529,338,Taco Land,Taco,300,40,Card,3,No,2/7/2023,Zone 2,Slow
5507,144,Pizza Hub,Pizza,400,35,Cash,4,No,1/7/2023,Zone 3,Slow
1117,511,Sushi Place,Biryani,400,20,Wallet,5,No,1/20/2023,Zone 2,Fast
5879,677,Pizza Hub,Pizza,400,30,Cash,4,Yes,2/20/2023,Zone 2,Fast
1486,375,Burger Town,Taco,400,30,Cash,2,No,3/12/2023,Zone 2,Fast
2235,465,Pizza Hub,Pizza,400,25,Card,4,Yes,1/24/2023,Zone 1,Fast
3847,566,Biryani House,Burger,400,20,Card,5,No,2/3/2023,Zone 3,Fast
2021,132,Taco Land,Burger,230,35,Wallet,5,No,1/12/2023,Zone 3,Slow
5961,929,Sushi Place,Pizza,275,35,Wallet,5,Yes,2/18/2023,Zone 2,Slow
3219,402,Burger Town,Taco,400,30,Card,2,Yes,1/15/2023,Zone 2,Fast
4165,164,Pizza Hub,Taco,350,25,Wallet,4,No,3/30/2023,Zone 1,Fast
4099,237,Sushi Place,Taco,400,50,Wallet,1,Yes,2/23/2023,Zone 1,Slow
1216,572,Pizza Hub,Pizza,230,25,Wallet,1,Yes,3/23/2023,Zone 3,Fast
4946,437,Biryani House,Taco,250,25,Cash,2,No,2/11/2023,Zone 1,Fast
3705,638,Burger Town,NA,350,50,Wallet,1,No,1/1/2023,Zone 1,Slow
2883,462,Biryani House,Taco,350,45,Wallet,2,No,3/7/2023,Zone 2,Slow
2506,245,Biryani House,Biryani,275,20,Card,3,Yes,1/25/2023,Zone 1,Fast
5164,749,Burger Town,Pizza,250,25,Card,4,Yes,3/15/2023,Zone 3,Fast
3297,843,Pizza Hub,Biryani,300,20,Cash,4,Yes,3/30/2023,Zone 1,Fast
2711,949,Burger Town,Sushi,230,40,Cash,5,No,3/3/2023,Zone 3,Slow
2007,899,Taco Land,Pizza,275,20,Cash,3,No,1/19/2023,Zone 3,Fast
3596,549,Burger Town,Biryani,230,40,Wallet,3,No,1/7/2023,Zone 1,Slow
4386,167,Pizza Hub,Burger,400,60,Card,2,Yes,2/27/2023,Zone 3,Slow
2782,376,Pizza Hub,Burger,275,35,Cash,3,No,1/9/2023,Zone 3,Slow
5144,487,Biryani House,Biryani,250,30,Cash,2,Yes,2/26/2023,Zone 2,Fast
3361,989,Burger Town,Burger,230,35,Card,1,Yes,3/3/2023,Zone 1,Slow
5449,114,Biryani House,Biryani,230,45,Cash,3,No,3/12/2023,Zone 3,Slow
2034,194,Pizza Hub,Pizza,250,20,Card,4,Yes,3/18/2023,Zone 1,Fast
4821,957,Biryani House,Biryani,350,25,Card,3,No,1/19/2023,Zone 1,Fast
4776,165,Burger Town,Burger,300,20,Cash,1,No,2/22/2023,Zone 3,Fast
5924,529,Pizza Hub,Pizza,300,45,Cash,1,Yes,2/25/2023,Zone 1,Slow
5708,952,Pizza Hub,Biryani,255,20,Wallet,5,Yes,2/19/2023,Zone 3,Fast
2739,211,Biryani House,Biryani,255,50,Wallet,1,No,3/9/2023,Zone 2,Slow
1435,408,Taco Land,Taco,400,35,Card,3,Yes,3/14/2023,Zone 3,Slow
1492,641,Burger Town,Burger,400,35,Card,1,Yes,1/5/2023,Zone 3,Slow
4941,874,Sushi Place,Burger,300,45,Cash,3,Yes,2/12/2023,Zone 2,Slow
3116,519,Biryani House,Biryani,230,30,Wallet,3,No,3/23/2023,Zone 1,Fast
3068,969,Burger Town,Biryani,350,45,Cash,5,No,1/4/2023,Zone 3,Slow
2728,711,Burger Town,Taco,300,30,Wallet,3,Yes,3/17/2023,Zone 1,Fast
3643,583,Pizza Hub,Burger,250,60,Wallet,2,No,1/11/2023,Zone 3,Slow
4647,846,Burger Town,NA,230,30,Cash,3,No,2/4/2023,Zone 3,Fast
4512,465,Pizza Hub,Sushi,300,35,Card,3,No,1/31/2023,Zone 1,Slow
2359,277,Pizza Hub,Sushi,350,30,Wallet,4,No,1/3/2023,Zone 3,Fast
3507,529,Burger Town,Biryani,250,35,Wallet,4,No,3/23/2023,Zone 3,Slow
4161,412,Sushi Place,Sushi,300,25,Card,2,No,2/27/2023,Zone 3,Fast
4395,497,Biryani House,Pizza,400,20,Cash,5,No,2/21/2023,Zone 2,Fast
4059,674,Pizza Hub,Taco,300,40,Cash,1,Yes,1/9/2023,Zone 3,Slow
3692,696,Biryani House,Taco,400,50,Cash,1,Yes,1/24/2023,Zone 2,Slow
1362,709,Biryani House,Taco,230,40,Wallet,4,No,2/14/2023,Zone 1,Slow
1273,983,Biryani House,Pizza,350,30,Cash,4,No,1/14/2023,Zone 1,Fast
5006,590,Burger Town,Pizza,230,35,Card,5,Yes,2/5/2023,Zone 3,Slow
4088,592,Burger Town,Pizza,230,30,Wallet,5,Yes,3/27/2023,Zone 3,Fast
4327,502,Taco Land,Pizza,250,25,Card,4,No,1/4/2023,Zone 3,Fast
1127,743,Pizza Hub,Sushi,400,30,Wallet,2,No,3/23/2023,Zone 3,Fast
4246,997,Burger Town,Taco,400,45,Card,4,No,3/23/2023,Zone 2,Slow
2200,434,Sushi Place,Pizza,400,40,Card,4,Yes,1/13/2023,Zone 3,Slow
4065,897,Biryani House,Biryani,255,25,Cash,4,No,1/23/2023,Zone 2,Fast
5259,682,Pizza Hub,Pizza,400,35,Wallet,4,Yes,3/5/2023,Zone 3,Slow
5515,374,Sushi Place,Pizza,300,45,Wallet,4,Yes,1/26/2023,Zone 3,Slow
4562,934,Taco Land,Biryani,230,45,Wallet,3,No,1/6/2023,Zone 3,Slow
1070,703,Pizza Hub,Biryani,250,20,Card,4,Yes,3/17/2023,Zone 3,Fast
4905,270,Sushi Place,Sushi,400,40,Cash,2,Yes,2/4/2023,Zone 1,Slow
1468,510,Pizza Hub,Pizza,350,45,Wallet,4,No,3/2/2023,Zone 3,Slow
4560,540,Sushi Place,Taco,300,35,Card,3,No,1/10/2023,Zone 1,Slow
2923,403,Biryani House,Burger,400,20,Card,5,No,3/7/2023,Zone 2,Fast
3979,578,Burger Town,Pizza,230,50,Cash,3,Yes,1/30/2023,Zone 3,Slow
5022,978,Biryani House,Biryani,230,45,Cash,5,No,2/1/2023,Zone 3,Slow
5219,706,Biryani House,Burger,255,35,Wallet,3,No,2/16/2023,Zone 2,Slow
5518,121,Biryani House,Biryani,350,40,Wallet,3,No,2/12/2023,Zone 1,Slow
1566,768,Biryani House,Taco,230,30,Cash,3,No,1/24/2023,Zone 3,Fast
4127,376,Biryani House,Taco,400,35,Wallet,3,No,1/25/2023,Zone 1,Slow
5016,524,Sushi Place,Taco,230,60,Card,2,Yes,1/3/2023,Zone 3,Slow
2165,538,Biryani House,Biryani,300,45,Cash,4,Yes,3/15/2023,Zone 3,Slow
5236,877,Burger Town,Biryani,250,25,Card,3,Yes,3/1/2023,Zone 2,Fast
2815,328,Burger Town,Pizza,255,60,Wallet,2,No,2/23/2023,Zone 3,Slow
4967,161,Taco Land,Biryani,400,30,Cash,1,No,1/23/2023,Zone 3,Fast
1140,555,Sushi Place,Sushi,400,40,Cash,4,Yes,2/25/2023,Zone 1,Slow
